participant,session,date,expName,psychopyVersion,OS,frameRate,space_press_continue.keys,space_press_continue.rt,space_press_continue_2.keys,space_press_continue_2.rt,space_press_continue_3.keys,space_press_continue_3.rt,space_press_continue_4.keys,space_press_continue_4.rt,space_press_continue_5.keys,space_press_continue_5.rt,space_press_continue_6.keys,space_press_continue_6.rt,prac_mask_loop_1.thisRepN,prac_mask_loop_1.thisTrialN,prac_mask_loop_1.thisN,prac_mask_loop_1.thisIndex,prac_mask_loop_1.ran,mask_name,prac_mask_loop_2.thisRepN,prac_mask_loop_2.thisTrialN,prac_mask_loop_2.thisN,prac_mask_loop_2.thisIndex,prac_mask_loop_2.ran
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,space,1.1141,,,,,,,,,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,space,1.6348,,,,,,,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,space,0.8021,,,,,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,space,0.9499,,,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,space,0.4719,,,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,space,0.4567,,,,,,,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,0,0,0,2,1,masks/mask_003.jpg,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,0,1,1,0,1,masks/mask_001.jpg,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,0,2,2,1,1,masks/mask_002.jpg,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,0,3,3,3,1,masks/mask_004.jpg,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,0,4,4,4,1,masks/mask_005.jpg,,,,,
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,masks/mask_003.jpg,0,0,0,2,1
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,masks/mask_005.jpg,0,1,1,4,1
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,masks/mask_002.jpg,0,2,2,1,1
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,masks/mask_001.jpg,0,3,3,0,1
744192,001,2022-11-20_23h59.16.459,Info_measure_main_exp,2022.2.2,Win32,10.0010001,,,,,,,,,,,,,,,,,,masks/mask_004.jpg,0,4,4,3,1
